Product,Unit,Product ID,Profit,Benefits,Sales,Amount,Revenue,Total Transaction,Discount,Cost,Weekly Sales,Weekly Profit,Monthly Sales,Monthly Profit,Yearly Sales,Yearly Profit,Year,State,Country,City,Region,Segment,Sub-Category,Category,Shipping Date,Shipping Time,Order,Order ID,Order Date,E-Commerce Platform,Online Payment Gateway,Online & Offline Purchase,Purchase Price,Brand Name,Sold
cumin powder,10 gram,d53e3183,60.78,Essential household item,447.09,1732.8,1793.58,11,0.15,386.46,4070.21,579.75,16280.84,2319.0,195370.08,27828.0,2024,West Bengal,India,Bangalore,South,Corporate,Beverages,Grocery,2024-07-07,1 days,4471,79cfca38,2024-07-06,JioMart,Paytm,Offline,404.71,Brand D,30
egg,100 gram,43e77751,71.05,Essential household item,553.5,887.72,958.77,75,0.1,482.55,4359.51,407.19,17438.04,1628.76,209256.48,19545.12,2023,Karnataka,India,Kolkata,West,Corporate,Bakery,Grocery,2023-12-19,3 days,9671,5ef57042,2023-12-17,Amazon,Paytm,Offline,490.3,Brand A,23
cornflour,10 gram,5f60f241,63.58,Essential household item,452.26,1935.44,1999.02,48,0.1,388.78,4176.1,450.07,16704.4,1800.28,200452.8,21603.36,2020,Delhi,India,Hyderabad,West,Corporate,Staples,Dairy,2020-04-10,5 days,7773,6f3a9bda,2020-04-06,JioMart,Razorpay,Online,404.31,Brand C,24
clove,10 gram,45538bf5,23.78,Essential household item,164.23,535.77,559.55,10,0.1,140.55,1405.03,191.05,5620.12,764.2,67441.44,9170.4,2020,Maharashtra,India,Bangalore,South,Corporate,Condiments,Fruits,2020-03-29,3 days,9366,230b9b37,2020-03-23,Flipkart,Google Pay,Offline,144.87,Brand B,10
black pepper,10 gram,9156b19a,62.32,Essential household item,480.95,1018.11,1080.43,56,0.04,418.67,3951.85,606.12,15807.4,2424.48,189688.8,29093.76,2020,Telangana,India,Hyderabad,East,Home Office,Staples,Grocery,2020-03-16,2 days,8774,501426d8,2020-03-13,BigBasket,Paytm,Online,409.71,Brand B,13
split grain,10 gram,a89420b1,22.74,Essential household item,226.69,983.88,1006.62,70,0.07,204.02,1884.26,140.78,7537.04,563.12,90444.48,6757.44,2022,Maharashtra,India,Mumbai,West,Home Office,Beverages,Fruits,2022-05-31,2 days,5587,da060791,2022-05-27,JioMart,Razorpay,Offline,210.33,Brand B,27
split grain,1 kg,a4ed7d52,68.11,Essential household item,513.65,1806.53,1874.64,13,0.09,445.63,3377.65,434.22,13510.6,1736.88,162127.2,20842.56,2021,Karnataka,India,Mumbai,South,Home Office,Condiments,Grocery,2021-08-18,1 days,3721,ee19536d,2021-08-17,BigBasket,PhonePe,Online,457.45,Brand C,18
pasta,50 gram,844a1854,25.95,Essential household item,220.65,368.46,394.41,68,0.0,194.7,2133.26,179.91,8533.04,719.64,102396.48,8635.68,2023,Karnataka,India,Chennai,South,Corporate,Spices,Dairy,2023-09-17,5 days,6287,9075cabf,2023-09-13,JioMart,Paytm,Offline,189.45,Brand A,57
white pepper,50 gram,77a8d8ee,29.99,Essential household item,201.14,807.45,837.44,24,0.09,171.24,1050.93,257.21,4203.72,1028.84,50444.64,12346.08,2020,Karnataka,India,Bangalore,West,Home Office,Condiments,Grocery,2020-08-26,2 days,8147,991b8354,2020-08-20,BigBasket,Razorpay,Online,165.95,Brand A,88
salt,10 gram,d8ec9947,57.91,Essential household item,417.34,1157.59,1215.5,30,0.08,359.51,2772.04,330.99,11088.16,1323.96,133057.92,15887.52,2020,Tamil Nadu,India,Kolkata,East,Corporate,Staples,Fruits,2020-02-25,3 days,9159,6175f4eb,2020-02-18,Amazon,Paytm,Offline,376.1,Brand A,11
cardamom,50 gram,1205cd29,15.15,Essential household item,172.91,506.12,521.27,22,0.11,157.87,923.89,124.24,3695.56,496.96,44346.72,5963.52,2022,Karnataka,India,Mumbai,South,Consumer,Beverages,Vegetables,2022-01-17,2 days,7723,359efc8b,2022-01-15,Flipkart,Paytm,Online,164.86,Brand C,83
sugar,500 ml,75bc454f,81.63,Essential household item,561.79,1713.93,1795.56,80,0.1,480.26,4745.1,635.5,18980.4,2542.0,227764.8,30504.0,2023,Tamil Nadu,India,Chennai,West,Consumer,Spices,Fruits,2023-11-12,3 days,1936,202d8037,2023-11-07,BigBasket,Google Pay,Online,483.78,Brand C,25
coffee,1 kg,7811a788,11.03,Essential household item,187.67,689.99,701.02,61,0.03,176.67,1808.25,67.36,7233.0,269.44,86796.0,3233.28,2020,Karnataka,India,Hyderabad,North,Home Office,Bakery,Vegetables,2020-01-10,1 days,5915,d6ba9b75,2020-01-06,BigBasket,Paytm,Offline,172.54,Brand A,32
pasta,500 ml,6a4d39a1,56.79,Essential household item,463.04,1358.72,1415.51,66,0.03,406.28,3538.85,493.36,14155.4,1973.44,169864.8,23681.28,2023,Delhi,India,Chennai,North,Corporate,Spices,Vegetables,2023-12-31,1 days,2762,841ca546,2023-12-26,Flipkart,PhonePe,Offline,401.09,Brand B,97
cardamom,100 gram,4d9be699,19.28,Essential household item,291.57,1085.02,1104.3,10,0.1,272.39,1590.3,186.71,6361.2,746.84,76334.4,8962.08,2020,Telangana,India,Delhi,West,Corporate,Spices,Dairy,2020-11-06,1 days,8360,2e36b9a3,2020-10-31,BigBasket,PhonePe,Offline,264.65,Brand D,74
split grain,100 gram,14eafa87,6.3,Essential household item,107.04,160.53,166.83,37,0.01,100.75,663.3,53.81,2653.2,215.24,31838.4,2582.88,2023,Telangana,India,Delhi,West,Home Office,Bakery,Fruits,2023-05-15,5 days,4842,d4de6f5f,2023-05-12,Flipkart,Razorpay,Offline,96.08,Brand B,51
tea,10 gram,8ad84765,46.85,Essential household item,390.87,741.56,788.41,63,0.14,344.16,2297.84,436.99,9191.36,1747.96,110296.32,20975.52,2022,Karnataka,India,Mumbai,West,Consumer,Bakery,Grocery,2022-09-10,1 days,2509,725aa1fe,2022-09-06,Amazon,Razorpay,Online,345.88,Brand A,43
wheat flour,10 gram,ad0fad6e,4.07,Essential household item,40.69,61.09,65.16,78,0.13,36.75,393.21,26.57,1572.84,106.28,18874.08,1275.36,2020,West Bengal,India,Chennai,North,Corporate,Condiments,Fruits,2020-07-15,4 days,6935,8646982b,2020-07-14,Amazon,PhonePe,Online,36.87,Brand B,24
pasta,500 ml,e3658968,34.25,Essential household item,329.59,366.67,400.92,51,0.06,295.4,2464.45,173.01,9857.8,692.04,118293.6,8304.48,2022,Karnataka,India,Chennai,South,Home Office,Spices,Vegetables,2022-10-11,3 days,1960,322140bc,2022-10-04,JioMart,Google Pay,Offline,296.16,Brand B,10
salt,50 gram,c665128b,26.27,Essential household item,178.6,255.58,281.85,73,0.02,152.35,1241.38,155.07,4965.52,620.28,59586.24,7443.36,2021,Tamil Nadu,India,Mumbai,South,Consumer,Staples,Dairy,2021-04-08,4 days,9751,2b48702f,2021-04-06,Flipkart,Google Pay,Online,150.87,Brand A,62
salt,50 gram,9da1206b,25.07,Essential household item,252.77,1230.51,1255.58,90,0.03,227.73,1752.58,225.38,7010.32,901.52,84123.84,10818.24,2021,Telangana,India,Mumbai,North,Home Office,Beverages,Fruits,2021-05-09,2 days,4984,2c9d6a02,2021-05-08,BigBasket,Razorpay,Offline,219.36,Brand C,55
cinnamon,50 gram,db15fcc1,60.06,Essential household item,447.84,503.56,563.62,47,0.03,387.81,2467.07,471.03,9868.28,1884.12,118419.36,22609.44,2021,West Bengal,India,Mumbai,East,Home Office,Staples,Dairy,2021-06-27,4 days,6381,09e05cd1,2021-06-20,BigBasket,Google Pay,Offline,385.12,Brand A,53
sugar,500 ml,15ab6469,20.57,Essential household item,176.39,738.37,758.94,83,0.08,155.9,1263.59,123.2,5054.36,492.8,60652.32,5913.6,2023,Telangana,India,Mumbai,South,Consumer,Bakery,Dairy,2023-05-13,5 days,7180,9d6590f4,2023-05-10,Amazon,Paytm,Online,163.12,Brand C,65
cardamom,100 gram,4eebf825,23.76,Essential household item,202.06,475.15,498.91,15,0.06,178.36,1402.72,168.48,5610.88,673.92,67330.56,8087.04,2020,Tamil Nadu,India,Kolkata,South,Consumer,Bakery,Vegetables,2020-08-29,4 days,7326,5b45696f,2020-08-28,Flipkart,Paytm,Online,173.19,Brand C,25
cumin powder,50 gram,649e853c,20.71,Essential household item,126.8,528.96,549.67,77,0.05,106.14,980.23,157.6,3920.92,630.4,47051.04,7564.8,2021,Tamil Nadu,India,Mumbai,North,Consumer,Condiments,Grocery,2021-07-14,2 days,6271,c83016a7,2021-07-08,Flipkart,PhonePe,Offline,109.72,Brand B,30
white pepper,50 gram,1ef6496c,31.92,Essential household item,391.09,698.19,730.11,73,0.03,359.2,3898.97,278.3,15595.88,1113.2,187150.56,13358.4,2021,Maharashtra,India,Hyderabad,East,Corporate,Bakery,Grocery,2021-02-10,5 days,2013,4348ed8a,2021-02-06,Flipkart,Paytm,Offline,359.79,Brand C,22
cornflour,100 gram,808576b9,66.9,Essential household item,451.52,1554.62,1621.52,29,0.01,384.63,4241.69,560.36,16966.76,2241.44,203601.12,26897.28,2024,Telangana,India,Delhi,South,Home Office,Spices,Grocery,2024-03-18,3 days,1643,c5ed9f7b,2024-03-11,BigBasket,Google Pay,Online,392.46,Brand B,15
turmeric powder,100 gram,530ab248,32.89,Essential household item,325.59,874.43,907.32,31,0.12,292.82,2782.42,177.8,11129.68,711.2,133556.16,8534.4,2020,Tamil Nadu,India,Chennai,North,Home Office,Staples,Dairy,2020-11-28,3 days,6543,7bda3327,2020-11-27,JioMart,PhonePe,Online,285.31,Brand A,52
cardamom,1 kg,84b18937,15.45,Essential household item,195.53,768.32,783.77,100,0.08,180.16,1593.33,122.04,6373.32,488.16,76479.84,5857.92,2022,Delhi,India,Delhi,South,Corporate,Bakery,Dairy,2022-03-24,4 days,9374,c6f3b00e,2022-03-23,JioMart,PhonePe,Offline,178.3,Brand B,22
egg,500 ml,e4ad2050,3.43,Essential household item,36.45,179.01,182.44,8,0.06,33.08,273.9,17.89,1095.6,71.56,13147.2,858.72,2020,Tamil Nadu,India,Mumbai,East,Home Office,Spices,Grocery,2020-04-25,1 days,2825,e777913e,2020-04-23,BigBasket,Google Pay,Offline,31.56,Brand D,59
milk powder,10 gram,2688bb43,59.34,Essential household item,518.58,2410.48,2469.82,6,0.03,459.27,3576.66,303.83,14306.64,1215.32,171679.68,14583.84,2022,Delhi,India,Delhi,North,Corporate,Staples,Grocery,2022-10-09,4 days,7998,df8bdd79,2022-10-04,Flipkart,Paytm,Online,463.29,Brand B,78
sugar,1 kg,9d46c722,36.32,Essential household item,234.79,821.21,857.53,78,0.13,198.6,2228.84,204.96,8915.36,819.84,106984.32,9838.08,2023,Karnataka,India,Mumbai,West,Corporate,Spices,Fruits,2023-07-10,4 days,7297,d0b46bbd,2023-07-06,JioMart,Paytm,Online,207.4,Brand B,27
milk powder,500 ml,73af1b47,47.22,Essential household item,315.66,384.52,431.74,74,0.03,268.47,2979.45,361.7,11917.8,1446.8,143013.6,17361.6,2023,Tamil Nadu,India,Chennai,South,Corporate,Spices,Dairy,2023-09-06,1 days,8490,07af9819,2023-08-31,BigBasket,Paytm,Online,258.14,Brand A,98
clove,500 ml,62b7e490,17.73,Essential household item,279.18,738.67,756.4,96,0.04,261.49,2245.52,153.35,8982.08,613.4,107784.96,7360.8,2020,Karnataka,India,Delhi,South,Consumer,Staples,Grocery,2020-08-24,4 days,5864,51845975,2020-08-22,Flipkart,PhonePe,Offline,261.18,Brand B,35
pasta,50 gram,0faf85c6,5.86,Essential household item,39.16,99.65,105.51,39,0.03,33.33,362.77,35.44,1451.08,141.76,17412.96,1701.12,2023,Delhi,India,Kolkata,South,Home Office,Spices,Vegetables,2023-01-07,4 days,9499,ddff0888,2023-01-06,Flipkart,Google Pay,Online,33.09,Brand B,51
cumin powder,500 ml,98f2d01e,34.17,Essential household item,334.2,1376.72,1410.89,26,0.14,300.17,3045.96,196.86,12183.84,787.44,146206.08,9449.28,2020,West Bengal,India,Hyderabad,East,Consumer,Staples,Dairy,2020-01-15,5 days,2190,50347501,2020-01-12,Flipkart,Paytm,Offline,286.2,Brand A,72
milk powder,100 gram,68bcb150,30.37,Essential household item,424.11,2099.04,2129.41,13,0.11,393.85,2769.7,173.42,11078.8,693.68,132945.6,8324.16,2024,Telangana,India,Kolkata,West,Corporate,Staples,Grocery,2024-01-08,3 days,4333,cef69fff,2024-01-06,Flipkart,PhonePe,Online,410.51,Brand D,3
rice,500 ml,c9b733df,6.93,Essential household item,49.04,153.18,160.11,18,0.02,42.13,447.28,42.87,1789.12,171.48,21469.44,2057.76,2023,West Bengal,India,Bangalore,West,Home Office,Spices,Fruits,2023-12-21,5 days,6914,1323b7ce,2023-12-14,JioMart,Google Pay,Online,42.14,Brand B,75
coffee,50 gram,bb178bc3,58.76,Essential household item,468.23,1115.3,1174.06,30,0.07,409.54,3999.38,580.35,15997.52,2321.4,191970.24,27856.8,2022,Maharashtra,India,Bangalore,East,Home Office,Beverages,Fruits,2022-06-28,4 days,3224,79c33e98,2022-06-23,Amazon,Paytm,Online,389.95,Brand D,48
split grain,10 gram,977d6828,22.55,Essential household item,265.58,1146.42,1168.97,49,0.07,243.1,2432.92,145.1,9731.68,580.4,116780.16,6964.8,2022,Karnataka,India,Mumbai,North,Home Office,Bakery,Grocery,2022-03-06,2 days,9673,b4d16f79,2022-03-05,Amazon,Google Pay,Offline,246.32,Brand B,45
chilli powder,500 ml,af530720,16.58,Essential household item,102.01,388.26,404.84,23,0.09,85.52,867.41,101.65,3469.64,406.6,41635.68,4879.2,2024,Maharashtra,India,Chennai,East,Home Office,Staples,Grocery,2024-06-22,5 days,4034,566c118c,2024-06-21,Amazon,Paytm,Online,84.18,Brand A,52
tea,1 kg,99db478c,52.24,Essential household item,327.66,820.94,873.18,18,0.12,275.54,1895.03,367.63,7580.12,1470.52,90961.44,17646.24,2020,Delhi,India,Delhi,West,Consumer,Spices,Dairy,2020-06-01,3 days,6318,16bfbce2,2020-05-28,Flipkart,Paytm,Online,282.2,Brand A,94
coffee,100 gram,bb0144e7,7.13,Essential household item,125.97,579.43,586.56,26,0.06,118.9,1108.68,66.55,4434.72,266.2,53216.64,3194.4,2023,West Bengal,India,Hyderabad,South,Home Office,Bakery,Vegetables,2023-05-26,5 days,7757,c324ecfd,2023-05-20,Flipkart,Paytm,Offline,114.59,Brand A,89
bread,500 ml,8d321746,11.3,Essential household item,123.93,190.53,201.83,67,0.1,112.73,762.91,78.02,3051.64,312.08,36619.68,3744.96,2022,Karnataka,India,Kolkata,East,Corporate,Bakery,Dairy,2022-05-09,1 days,6040,e2890a4b,2022-05-02,BigBasket,Paytm,Offline,108.3,Brand C,28
salt,100 gram,2024937e,25.25,Essential household item,229.52,1130.98,1156.23,68,0.15,204.42,1197.58,212.08,4790.32,848.32,57483.84,10179.84,2024,West Bengal,India,Kolkata,East,Home Office,Spices,Dairy,2024-08-03,1 days,6196,0a5cebe1,2024-07-27,JioMart,Razorpay,Offline,207.07,Brand A,60
cardamom,50 gram,50a34394,79.17,Essential household item,545.13,2604.69,2683.86,16,0.11,466.07,3169.55,687.85,12678.2,2751.4,152138.4,33016.8,2020,Karnataka,India,Hyderabad,South,Home Office,Bakery,Vegetables,2020-12-29,4 days,5911,88df79a2,2020-12-27,Amazon,Google Pay,Online,483.37,Brand D,3
pasta,10 gram,e0c6b3ec,21.66,Essential household item,253.93,708.61,730.27,73,0.02,232.29,1624.48,179.47,6497.92,717.88,77975.04,8614.56,2021,Karnataka,India,Chennai,West,Home Office,Condiments,Grocery,2021-10-21,5 days,5413,913b0765,2021-10-14,BigBasket,Paytm,Online,228.6,Brand A,8
wheat flour,100 gram,2a1a5a3f,30.27,Essential household item,298.51,1197.09,1227.36,71,0.03,268.27,2260.54,184.24,9042.16,736.96,108505.92,8843.52,2024,Karnataka,India,Mumbai,South,Home Office,Condiments,Dairy,2024-07-22,1 days,5670,b486a629,2024-07-18,Flipkart,Paytm,Online,275.26,Brand C,2
cooking oil,500 ml,1c2c54a7,75.66,Essential household item,475.41,1991.39,2067.05,33,0.01,399.76,2640.2,459.95,10560.8,1839.8,126729.6,22077.6,2022,Maharashtra,India,Kolkata,West,Home Office,Spices,Grocery,2022-02-04,5 days,4139,223a2480,2022-02-01,Amazon,Paytm,Offline,397.13,Brand B,21
clove,1 kg,83624fda,23.66,Essential household item,400.04,1816.63,1840.29,36,0.09,376.47,3859.46,119.24,15437.84,476.96,185254.08,5723.52,2021,Maharashtra,India,Bangalore,South,Home Office,Spices,Vegetables,2021-07-07,1 days,5767,c5614db7,2021-07-06,JioMart,Paytm,Online,358.14,Brand A,8
bread,100 gram,b2658497,5.05,Essential household item,79.6,349.89,354.94,34,0.13,74.68,404.74,45.33,1618.96,181.32,19427.52,2175.84,2022,Telangana,India,Kolkata,East,Corporate,Condiments,Grocery,2022-06-13,4 days,5486,9e272ca8,2022-06-09,Amazon,Paytm,Offline,71.28,Brand D,82
rice,50 gram,30db506e,6.19,Essential household item,56.72,176.92,183.11,19,0.02,50.55,315.02,43.29,1260.08,173.16,15120.96,2077.92,2022,Karnataka,India,Bangalore,South,Corporate,Beverages,Grocery,2022-11-30,4 days,6069,4b155d5d,2022-11-25,BigBasket,Razorpay,Online,52.78,Brand B,94
mustard seed,500 ml,db37fe98,15.58,Essential household item,198.37,239.21,254.79,4,0.06,182.85,1335.22,107.15,5340.88,428.6,64090.56,5143.2,2021,Tamil Nadu,India,Kolkata,East,Home Office,Condiments,Grocery,2021-12-19,2 days,6057,d4d727e7,2021-12-17,BigBasket,Paytm,Offline,184.7,Brand A,77
wheat flour,10 gram,65319054,34.09,Essential household item,225.35,974.63,1008.72,45,0.01,191.27,1432.43,243.7,5729.72,974.8,68756.64,11697.6,2020,Tamil Nadu,India,Chennai,South,Home Office,Condiments,Vegetables,2020-01-13,2 days,9514,6cba5b1a,2020-01-10,JioMart,Google Pay,Online,185.61,Brand C,68
mustard seed,100 gram,5f4c3d38,19.65,Essential household item,144.17,187.24,206.89,18,0.12,124.64,1234.15,104.51,4936.6,418.04,59239.2,5016.48,2024,West Bengal,India,Bangalore,West,Consumer,Beverages,Dairy,2024-05-07,1 days,8327,d914a88f,2024-05-05,Flipkart,PhonePe,Offline,121.77,Brand A,20
cooking oil,1 kg,1351bc65,4.37,Essential household item,39.59,100.42,104.79,94,0.11,35.33,369.22,30.78,1476.88,123.12,17722.56,1477.44,2024,Maharashtra,India,Hyderabad,North,Corporate,Bakery,Vegetables,2024-01-04,4 days,1021,1592e204,2024-01-03,Flipkart,Razorpay,Online,33.83,Brand B,5
turmeric powder,500 ml,9250a1eb,3.55,Essential household item,64.94,267.62,271.17,50,0.1,61.49,479.18,30.59,1916.72,122.36,23000.64,1468.32,2022,West Bengal,India,Mumbai,South,Consumer,Beverages,Dairy,2022-01-22,4 days,6145,059168e7,2022-01-15,BigBasket,Razorpay,Offline,61.56,Brand B,16
cumin powder,1 kg,1b039f9a,84.77,Essential household item,573.89,2622.14,2706.91,89,0.0,489.12,5340.02,482.44,21360.08,1929.76,256320.96,23157.12,2020,Karnataka,India,Mumbai,East,Consumer,Staples,Vegetables,2020-12-29,2 days,1376,358f7d1d,2020-12-25,Amazon,Paytm,Offline,490.81,Brand A,37
turmeric powder,50 gram,44684b97,27.02,Essential household item,205.18,856.01,883.03,60,0.14,178.3,1609.35,177.84,6437.4,711.36,77248.8,8536.32,2021,Delhi,India,Delhi,North,Consumer,Spices,Dairy,2021-03-09,4 days,7463,e692bc3c,2021-03-08,Amazon,PhonePe,Online,174.99,Brand D,56
cinnamon,100 gram,26b40ece,15.52,Essential household item,299.26,1112.14,1127.66,76,0.09,283.83,1530.69,138.35,6122.76,553.4,73473.12,6640.8,2020,Delhi,India,Bangalore,North,Consumer,Condiments,Grocery,2020-06-09,2 days,1805,0e16ebc5,2020-06-02,Amazon,Google Pay,Online,283.94,Brand A,86
cooking oil,500 ml,a0d24d3e,4.38,Essential household item,27.16,55.25,59.63,36,0.1,22.88,162.65,26.95,650.6,107.8,7807.2,1293.6,2022,Telangana,India,Mumbai,North,Consumer,Staples,Fruits,2022-11-30,1 days,5288,e00a289f,2022-11-24,JioMart,Razorpay,Online,22.17,Brand A,12
cinnamon,1 kg,37a1f0fc,35.11,Essential household item,386.12,424.51,459.62,97,0.09,351.1,3303.85,207.13,13215.4,828.52,158584.8,9942.24,2022,Karnataka,India,Chennai,East,Corporate,Bakery,Vegetables,2022-03-15,3 days,3437,cfa2691c,2022-03-12,BigBasket,PhonePe,Online,344.22,Brand D,3
bread,100 gram,e3467d4b,22.6,Essential household item,197.87,299.11,321.71,53,0.04,175.31,1465.47,124.63,5861.88,498.52,70342.56,5982.24,2023,Maharashtra,India,Chennai,North,Home Office,Spices,Dairy,2023-01-30,1 days,4853,9d7d85aa,2023-01-28,JioMart,Razorpay,Offline,181.69,Brand D,22
wheat flour,1 kg,5c831f30,39.78,Essential household item,405.27,1725.68,1765.46,22,0.06,365.55,3457.88,342.28,13831.52,1369.12,165978.24,16429.44,2023,Maharashtra,India,Bangalore,North,Home Office,Spices,Grocery,2023-02-22,3 days,7723,fa647511,2023-02-20,Amazon,Google Pay,Online,361.9,Brand D,94
cumin powder,50 gram,37a953ec,23.81,Essential household item,221.17,243.39,267.2,82,0.12,197.48,2176.66,194.7,8706.64,778.8,104479.68,9345.6,2021,West Bengal,India,Mumbai,West,Home Office,Bakery,Vegetables,2021-04-07,5 days,7782,dd089dd4,2021-04-01,Flipkart,Paytm,Offline,200.56,Brand C,79
cooking oil,100 gram,b3cbb70d,28.42,Essential household item,250.38,822.15,850.57,8,0.11,222.07,1852.25,253.87,7409.0,1015.48,88908.0,12185.76,2020,Karnataka,India,Hyderabad,East,Home Office,Bakery,Fruits,2020-09-30,4 days,1491,925f0422,2020-09-28,Amazon,Google Pay,Online,230.82,Brand C,95
cooking oil,1 kg,79d5ca6c,30.47,Essential household item,518.04,1858.13,1888.6,70,0.15,487.72,3178.21,279.49,12712.84,1117.96,152554.08,13415.52,2020,West Bengal,India,Delhi,South,Consumer,Bakery,Dairy,2021-01-01,5 days,5070,aa819e4f,2020-12-28,JioMart,Google Pay,Offline,479.55,Brand B,13
cooking oil,10 gram,46717208,2.2,Essential household item,13.23,27.56,29.76,60,0.02,11.05,100.94,15.81,403.76,63.24,4845.12,758.88,2021,West Bengal,India,Kolkata,West,Consumer,Spices,Dairy,2021-08-08,2 days,4333,5320b02a,2021-08-05,Flipkart,Razorpay,Online,10.75,Brand A,7
egg,10 gram,26c1a240,39.43,Essential household item,268.69,657.4,696.83,72,0.06,229.32,2074.31,273.8,8297.24,1095.2,99566.88,13142.4,2021,Tamil Nadu,India,Delhi,South,Home Office,Beverages,Grocery,2021-06-08,5 days,5283,ae5b2151,2021-06-06,Amazon,Google Pay,Offline,238.71,Brand C,2
bread,50 gram,3d6950d6,32.3,Essential household item,369.41,1473.55,1505.85,11,0.02,337.13,3172.97,201.95,12691.88,807.8,152302.56,9693.6,2020,Karnataka,India,Mumbai,South,Consumer,Spices,Vegetables,2020-02-12,3 days,8257,7e16ca03,2020-02-09,BigBasket,PhonePe,Offline,321.12,Brand D,67
bread,50 gram,bbbd48da,69.44,Essential household item,498.72,2227.71,2297.15,67,0.1,429.38,4495.92,651.23,17983.68,2604.92,215804.16,31259.04,2023,Telangana,India,Kolkata,South,Corporate,Beverages,Dairy,2023-07-14,2 days,6285,d39306f8,2023-07-12,BigBasket,Razorpay,Offline,432.94,Brand C,90
white pepper,1 kg,61f8e9e2,31.12,Essential household item,188.9,917.78,948.9,38,0.03,157.81,1394.64,199.65,5578.56,798.6,66942.72,9583.2,2023,West Bengal,India,Bangalore,East,Consumer,Beverages,Vegetables,2023-06-03,4 days,4917,563aeb5b,2023-05-31,BigBasket,Razorpay,Online,154.42,Brand A,9
cumin powder,50 gram,bba8302a,35.94,Essential household item,295.33,717.4,753.34,76,0.06,259.45,2561.48,194.37,10245.92,777.48,122951.04,9329.76,2022,Telangana,India,Kolkata,East,Corporate,Staples,Grocery,2022-03-27,1 days,5537,aee21ccf,2022-03-24,BigBasket,Paytm,Offline,261.22,Brand A,75
salt,50 gram,e41eaeab,26.31,Essential household item,191.85,406.71,433.02,84,0.12,165.66,1566.09,209.37,6264.36,837.48,75172.32,10049.76,2020,Telangana,India,Bangalore,West,Corporate,Spices,Vegetables,2020-08-06,5 days,6079,e74093ae,2020-07-31,Amazon,Paytm,Online,170.67,Brand B,37
